input_data,target_data
গ/ো/স/্/ত/ে/র/ /ল/া/ঠ/ি/ /স/া/ট/া/ম/ু,গোস্তের লাঠি সাটামু
*োস্তের লাঠি সা*ামু,গোস্তের লাঠি সাটামু
ধোন কাইট্টা কুত্তা দিয়া খ*ওয়ামু,ধোন কাইট্টা কুত্তা দিয়া খাওয়ামু
ধ-ো-ন- -ক-া-ই-ট-্-ট-া- -ক-ু-ত-্-ত-া- -দ-ি-য়-া- -খ-া-ও-য়-া-ম-ু,ধোন কাইট্টা কুত্তা দিয়া খাওয়ামু
ধ/ো/ন/ /ক/া/ই/ট/্/ট/া/ /ক/ু/ত/্/ত/া/ /দ/ি/য়/া/ /খ/া/ও/য়/া/ম/ু,ধোন কাইট্টা কুত্তা দিয়া খাওয়ামু
*োন কাইট্*া কুত্ত* দিয়া খাও*াম*,ধোন কাইট্টা কুত্তা দিয়া খাওয়ামু
লেও*া,লেওরা
ল-ে-ও-র-া,লেওরা
ল/ে/ও/র/া,লেওরা
ল*ওর*,লেওরা
নি*ীর্জ,নিবীর্জ
ন-ি-ব-ী-র-্-জ,নিবীর্জ
ন/ি/ব/ী/র/্/জ,নিবীর্জ
নিব*র*জ,নিবীর্জ
চ*তমারানীর পোলা,চুতমারানীর পোলা
চ-ু-ত-ম-া-র-া-ন-ী-র- -প-ো-ল-া,চুতমারানীর পোলা
চ/ু/ত/ম/া/র/া/ন/ী/র/ /প/ো/ল/া,চুতমারানীর পোলা
চু*ম*রা*ীর পো*া,চুতমারানীর পোলা
তর মায়েরে *িচিং ফাক,তর মায়েরে চিচিং ফাক
ত-র- -ম-া-য়-ে-র-ে- -চ-ি-চ-ি-ং- -ফ-া-ক,তর মায়েরে চিচিং ফাক
ত/র/ /ম/া/য়/ে/র/ে/ /চ/ি/চ/ি/ং/ /ফ/া/ক,তর মায়েরে চিচিং ফাক
তর মায়ের* চি*িং ফাক,তর মায়েরে চিচিং ফাক
কান্দে *ালাইয়া তর মায়েরে চুদি,কান্দে ফালাইয়া তর মায়েরে চুদি
ক-া-ন-্-দ-ে- -ফ-া-ল-া-ই-য়-া- -ত-র- -ম-া-য়-ে-র-ে- -চ-ু-দ-ি,কান্দে ফালাইয়া তর মায়েরে চুদি
ক/া/ন/্/দ/ে/ /ফ/া/ল/া/ই/য়/া/ /ত/র/ /ম/া/য়/ে/র/ে/ /চ/ু/দ/ি,কান্দে ফালাইয়া তর মায়েরে চুদি
**ন*দ* ফাল**য়* *র*ম*য়ের* *ু*ি,কান্দে ফালাইয়া তর মায়েরে চুদি
প*টকিতে বাশ দিমু,পুটকিতে বাশ দিমু
প-ু-ট-ক-ি-ত-ে- -ব-া-শ- -দ-ি-ম-ু,পুটকিতে বাশ দিমু
প/ু/ট/ক/ি/ত/ে/ /ব/া/শ/ /দ/ি/ম/ু,পুটকিতে বাশ দিমু
প*****ে বা* দি**,পুটকিতে বাশ দিমু
চামড়া ছুইল*লা লবণ লাগামু,চামড়া ছুইল্লা লবণ লাগামু
চ-া-ম-ড়-া- -ছ-ু-ই-ল-্-ল-া- -ল-ব-ণ- -ল-া-গ-া-ম-ু,চামড়া ছুইল্লা লবণ লাগামু
চ/া/ম/ড়/া/ /ছ/ু/ই/ল/্/ল/া/ /ল/ব/ণ/ /ল/া/গ/া/ম/ু,চামড়া ছুইল্লা লবণ লাগামু
*ামড়া*ছু**্*া **ণ***গ*মু,চামড়া ছুইল্লা লবণ লাগামু
লাথ্থ* দিমু,লাথ্থি দিমু
ল-া-থ-্-থ-ি- -দ-ি-ম-ু,লাথ্থি দিমু
ল/া/থ/্/থ/ি/ /দ/ি/ম/ু,লাথ্থি দিমু
লাথ্থি দি*ু,লাথ্থি দিমু
উষ*টা খা,উষ্টা খা
উ-ষ-্-ট-া- -খ-া,উষ্টা খা
উ/ষ/্/ট/া/ /খ/া,উষ্টা খা
উ*্*া *া,উষ্টা খা
গুদি* ব্যাটা,গুদির ব্যাটা
গ-ু-দ-ি-র- -ব-্-য-া-ট-া,গুদির ব্যাটা
গ/ু/দ/ি/র/ /ব/্/য/া/ট/া,গুদির ব্যাটা
গু*ির**্য**া,গুদির ব্যাটা
কা*্ঠির বেট্যা,কাঠ্ঠির বেট্যা
ক-া-ঠ-্-ঠ-ি-র- -ব-ে-ট-্-য-া,কাঠ্ঠির বেট্যা
ক/া/ঠ/্/ঠ/ি/র/ /ব/ে/ট/্/য/া,কাঠ্ঠির বেট্যা
কাঠ*ঠ*র বেট্যা,কাঠ্ঠির বেট্যা
ল্যা*ানী,ল্যাদানী
ল-্-য-া-দ-া-ন-ী,ল্যাদানী
ল/্/য/া/দ/া/ন/ী,ল্যাদানী
ল্যাদা*ী,ল্যাদানী
হোলচ*টা,হোলচাটা
হ-ো-ল-চ-া-ট-া,হোলচাটা
হ/ো/ল/চ/া/ট/া,হোলচাটা
হোল*াট*,হোলচাটা
হোগা চা*া,হোগা চাটা
হ-ো-গ-া- -চ-া-ট-া,হোগা চাটা
হ/ো/গ/া/ /চ/া/ট/া,হোগা চাটা
হ*গা *াট*,হোগা চাটা
গ* আর জুতা,গো আর জুতা
গ-ো- -আ-র- -জ-ু-ত-া,গো আর জুতা
গ/ো/ /আ/র/ /জ/ু/ত/া,গো আর জুতা
গো*আর জুতা,গো আর জুতা
ক*ত্তার হোল,কুত্তার হোল
ক-ু-ত-্-ত-া-র- -হ-ো-ল,কুত্তার হোল
ক/ু/ত/্/ত/া/র/ /হ/ো/ল,কুত্তার হোল
কুত্*ার হোল,কুত্তার হোল
মা*িকের রক্ত,মাসিকের রক্ত
ম-া-স-ি-ক-ে-র- -র-ক-্-ত,মাসিকের রক্ত
ম/া/স/ি/ক/ে/র/ /র/ক/্/ত,মাসিকের রক্ত
**স**ের*রক্*,মাসিকের রক্ত
হোল টাই*া,হোল টাইনা
হ-ো-ল- -ট-া-ই-ন-া,হোল টাইনা
হ/ো/ল/ /ট/া/ই/ন/া,হোল টাইনা
হ*ল *াইনা,হোল টাইনা
পুকটিতে*ভর,পুকটিতে ভর
প-ু-ক-ট-ি-ত-ে- -ভ-র,পুকটিতে ভর
প/ু/ক/ট/ি/ত/ে/ /ভ/র,পুকটিতে ভর
প*ক*ি*ে ভর,পুকটিতে ভর
হোলের চুলকা*ী,হোলের চুলকানী
হ-ো-ল-ে-র- -চ-ু-ল-ক-া-ন-ী,হোলের চুলকানী
হ/ো/ল/ে/র/ /চ/ু/ল/ক/া/ন/ী,হোলের চুলকানী
*োল*র চুলকানী,হোলের চুলকানী
বো*া আচোদা,বোকা আচোদা
ব-ো-ক-া- -আ-চ-ো-দ-া,বোকা আচোদা
ব/ো/ক/া/ /আ/চ/ো/দ/া,বোকা আচোদা
*োকা আচ*দ*,বোকা আচোদা
খবিশ চ*দা,খবিশ চোদা
খ-ব-ি-শ- -চ-ো-দ-া,খবিশ চোদা
খ/ব/ি/শ/ /চ/ো/দ/া,খবিশ চোদা
খবি* চো*া,খবিশ চোদা
ভুস্কি*মাগির পোলা,ভুস্কি মাগির পোলা
ভ-ু-স-্-ক-ি- -ম-া-গ-ি-র- -প-ো-ল-া,ভুস্কি মাগির পোলা
ভ/ু/স/্/ক/ি/ /ম/া/গ/ি/র/ /প/ো/ল/া,ভুস্কি মাগির পোলা
ভুস*কি মাগ*র পোল*,ভুস্কি মাগির পোলা
তর*ভোদায় বিলাই হ্যাচড়া,তর ভোদায় বিলাই হ্যাচড়া
ত-র- -ভ-ো-দ-া-য়- -ব-ি-ল-া-ই- -হ-্-য-া-চ-ড়-া,তর ভোদায় বিলাই হ্যাচড়া
ত/র/ /ভ/ো/দ/া/য়/ /ব/ি/ল/া/ই/ /হ/্/য/া/চ/ড়/া,তর ভোদায় বিলাই হ্যাচড়া
তর*ভোদা* *িল*ই হ্**চড়া,তর ভোদায় বিলাই হ্যাচড়া
তর বাপপের হোল তর বউ*ের ভোদাতে,তর বাপপের হোল তর বউয়ের ভোদাতে
ত-র- -ব-া-প-প-ে-র- -হ-ো-ল- -ত-র- -ব-উ-য়-ে-র- -ভ-ো-দ-া-ত-ে,তর বাপপের হোল তর বউয়ের ভোদাতে
ত/র/ /ব/া/প/প/ে/র/ /হ/ো/ল/ /ত/র/ /ব/উ/য়/ে/র/ /ভ/ো/দ/া/ত/ে,তর বাপপের হোল তর বউয়ের ভোদাতে
তর বাপপের হোল তর *উয়ের ভ*দাতে,তর বাপপের হোল তর বউয়ের ভোদাতে
তর মায়ের ঐখানে *িছাতু পাতা,তর মায়ের ঐখানে বিছাতু পাতা
ত-র- -ম-া-য়-ে-র- -ঐ-খ-া-ন-ে- -ব-ি-ছ-া-ত-ু- -প-া-ত-া,তর মায়ের ঐখানে বিছাতু পাতা
ত/র/ /ম/া/য়/ে/র/ /ঐ/খ/া/ন/ে/ /ব/ি/ছ/া/ত/ু/ /প/া/ত/া,তর মায়ের ঐখানে বিছাতু পাতা
ত* মায়ের ঐখা*ে বিছাতু পাতা,তর মায়ের ঐখানে বিছাতু পাতা
মা*িকের,মাসিকের
ম-া-স-ি-ক-ে-র,মাসিকের
ম/া/স/ি/ক/ে/র,মাসিকের
*াস*কের,মাসিকের
codanir*pola,codanir pola
c-o-d-a-n-i-r- -p-o-l-a,codanir pola
c/o/d/a/n/i/r/ /p/o/l/a,codanir pola
codan*r pola,codanir pola
mangg*r nati,mangger nati
m-a-n-g-g-e-r- -n-a-t-i,mangger nati
m/a/n/g/g/e/r/ /n/a/t/i,mangger nati
m*ngger nati,mangger nati
ho*ar nati,hogar nati
h-o-g-a-r- -n-a-t-i,hogar nati
h/o/g/a/r/ /n/a/t/i,hogar nati
ho*ar *a*i,hogar nati
abal jater mayere cu*i,abal jater mayere cudi
a-b-a-l- -j-a-t-e-r- -m-a-y-e-r-e- -c-u-d-i,abal jater mayere cudi
a/b/a/l/ /j/a/t/e/r/ /m/a/y/e/r/e/ /c/u/d/i,abal jater mayere cudi
ab** *a*e* m**ere c*di,abal jater mayere cudi
beissar p*la,beissar pola
b-e-i-s-s-a-r- -p-o-l-a,beissar pola
b/e/i/s/s/a/r/ /p/o/l/a,beissar pola
be*ss** pol*,beissar pola
jar*j pola,jaroj pola
j-a-r-o-j- -p-o-l-a,jaroj pola
j/a/r/o/j/ /p/o/l/a,jaroj pola
*aroj*p***,jaroj pola
jarjer mayere *udi,jarjer mayere cudi
j-a-r-j-e-r- -m-a-y-e-r-e- -c-u-d-i,jarjer mayere cudi
j/a/r/j/e/r/ /m/a/y/e/r/e/ /c/u/d/i,jarjer mayere cudi
j*r*e* m**ere cudi,jarjer mayere cudi
b*incod,baincod
b-a-i-n-c-o-d,baincod
b/a/i/n/c/o/d,baincod
bain*od,baincod
cud*r vai,cudir vai
c-u-d-i-r- -v-a-i,cudir vai
c/u/d/i/r/ /v/a/i,cudir vai
cud*r vai,cudir vai
khangkir p*la,khangkir pola
k-h-a-n-g-k-i-r- -p-o-l-a,khangkir pola
k/h/a/n/g/k/i/r/ /p/o/l/a,khangkir pola
kh*n**i* po**,khangkir pola
sumo*di,sumondi
s-u-m-o-n-d-i,sumondi
s/u/m/o/n/d/i,sumondi
s*mond*,sumondi
titik* cuda,titiki cuda
t-i-t-i-k-i- -c-u-d-a,titiki cuda
t/i/t/i/k/i/ /c/u/d/a,titiki cuda
t*ti*i cuda,titiki cuda
bongosh bar* thapai,bongosh bara thapai
b-o-n-g-o-s-h- -b-a-r-a- -t-h-a-p-a-i,bongosh bara thapai
b/o/n/g/o/s/h/ /b/a/r/a/ /t/h/a/p/a/i,bongosh bara thapai
bo***sh**a*a *h**ai,bongosh bara thapai
nt* magi,nti magi
n-t-i- -m-a-g-i,nti magi
n/t/i/ /m/a/g/i,nti magi
*ti *a**,nti magi
go*a,goda
g-o-d-a,goda
g/o/d/a,goda
*oda,goda
hala*put,halarput
h-a-l-a-r-p-u-t,halarput
h/a/l/a/r/p/u/t,halarput
h*larp*t,halarput
abalc*da,abalcoda
a-b-a-l-c-o-d-a,abalcoda
a/b/a/l/c/o/d/a,abalcoda
a**l*oda,abalcoda
bokaco*a,bokacoda
b-o-k-a-c-o-d-a,bokacoda
b/o/k/a/c/o/d/a,bokacoda
***acod*,bokacoda
kha*kir fuya,khankir fuya
k-h-a-n-k-i-r- -f-u-y-a,khankir fuya
k/h/a/n/k/i/r/ /f/u/y/a,khankir fuya
khan*i* fuya,khankir fuya
bessha *agi,bessha magi
b-e-s-s-h-a- -m-a-g-i,bessha magi
b/e/s/s/h/a/ /m/a/g/i,bessha magi
be***a m*g*,bessha magi
kut*ar bacca,kuttar bacca
k-u-t-t-a-r- -b-a-c-c-a,kuttar bacca
k/u/t/t/a/r/ /b/a/c/c/a,kuttar bacca
k*ttar bacca,kuttar bacca
j*noar,janoar
j-a-n-o-a-r,janoar
j/a/n/o/a/r,janoar
j*noa*,janoar
ku*ta,kutta
k-u-t-t-a,kutta
k/u/t/t/a,kutta
kut*a,kutta
itj*di,itjadi
i-t-j-a-d-i,itjadi
i/t/j/a/d/i,itjadi
i*jad*,itjadi
p*tki coda,putki coda
p-u-t-k-i- -c-o-d-a,putki coda
p/u/t/k/i/ /c/o/d/a,putki coda
pu*k* c*da,putki coda
nun*r bal,nunur bal
n-u-n-u-r- -b-a-l,nunur bal
n/u/n/u/r/ /b/a/l,nunur bal
n**ur*bal,nunur bal
magi* chaoal,magir chaoal
m-a-g-i-r- -c-h-a-o-a-l,magir chaoal
m/a/g/i/r/ /c/h/a/o/a/l,magir chaoal
magir*****a*,magir chaoal
bici* bal,bicir bal
b-i-c-i-r- -b-a-l,bicir bal
b/i/c/i/r/ /b/a/l,bicir bal
bic** b*l,bicir bal
pe*ti coda,penti coda
p-e-n-t-i- -c-o-d-a,penti coda
p/e/n/t/i/ /c/o/d/a,penti coda
penti*****,penti coda
cudma*ani,cudmarani
c-u-d-m-a-r-a-n-i,cudmarani
c/u/d/m/a/r/a/n/i,cudmarani
cudm*rani,cudmarani
leoda cu*a,leoda cuda
l-e-o-d-a- -c-u-d-a,leoda cuda
l/e/o/d/a/ /c/u/d/a,leoda cuda
leoda *uda,leoda cuda
kha*gkir bu,khangkir bu
k-h-a-n-g-k-i-r- -b-u,khangkir bu
k/h/a/n/g/k/i/r/ /b/u,khangkir bu
*han*kir bu,khangkir bu
deshob*ndhu,deshobondhu
d-e-s-h-o-b-o-n-d-h-u,deshobondhu
d/e/s/h/o/b/o/n/d/h/u,deshobondhu
deshobo*dhu,deshobondhu
ma*ggu,manggu
m-a-n-g-g-u,manggu
m/a/n/g/g/u,manggu
mangg*,manggu
b*incud,baincud
b-a-i-n-c-u-d,baincud
b/a/i/n/c/u/d,baincud
b*incud,baincud
kire cuda*ir fuya,kire cudanir fuya
k-i-r-e- -c-u-d-a-n-i-r- -f-u-y-a,kire cudanir fuya
k/i/r/e/ /c/u/d/a/n/i/r/ /f/u/y/a,kire cudanir fuya
kir* cudanir fuya,kire cudanir fuya
to*bar anda,tobbar anda
t-o-b-b-a-r- -a-n-d-a,tobbar anda
t/o/b/b/a/r/ /a/n/d/a,tobbar anda
to*bar a*da,tobbar anda
duru alarfut a*a,duru alarfut ala
d-u-r-u- -a-l-a-r-f-u-t- -a-l-a,duru alarfut ala
d/u/r/u/ /a/l/a/r/f/u/t/ /a/l/a,duru alarfut ala
**r* a**r**t a*a,duru alarfut ala
ottar m*re bap,ottar mare bap
o-t-t-a-r- -m-a-r-e- -b-a-p,ottar mare bap
o/t/t/a/r/ /m/a/r/e/ /b/a/p,ottar mare bap
o**ar**a*e**ap,ottar mare bap
magi* fuya,magir fuya
m-a-g-i-r- -f-u-y-a,magir fuya
m/a/g/i/r/ /f/u/y/a,magir fuya
mag*r f*y*,magir fuya
omains*er jat,omainsher jat
o-m-a-i-n-s-h-e-r- -j-a-t,omainsher jat
o/m/a/i/n/s/h/e/r/ /j/a/t,omainsher jat
omai*sher jat,omainsher jat
mojnyor fu*a,mojnyor fuya
m-o-j-n-y-o-r- -f-u-y-a,mojnyor fuya
m/o/j/n/y/o/r/ /f/u/y/a,mojnyor fuya
m*jnyor **y*,mojnyor fuya
dhuru *adarocod,dhuru madarocod
d-h-u-r-u- -m-a-d-a-r-o-c-o-d,dhuru madarocod
d/h/u/r/u/ /m/a/d/a/r/o/c/o/d,dhuru madarocod
**uru ma*arocod,dhuru madarocod
hedar fu*a,hedar fuya
h-e-d-a-r- -f-u-y-a,hedar fuya
h/e/d/a/r/ /f/u/y/a,hedar fuya
heda* fuya,hedar fuya
be*hja coda,beshja coda
b-e-s-h-j-a- -c-o-d-a,beshja coda
b/e/s/h/j/a/ /c/o/d/a,beshja coda
*eshja *o*a,beshja coda
vushk* magi,vushki magi
v-u-s-h-k-i- -m-a-g-i,vushki magi
v/u/s/h/k/i/ /m/a/g/i,vushki magi
vus*ki ma**,vushki magi
khanki* pula koy ki,khankir pula koy ki
k-h-a-n-k-i-r- -p-u-l-a- -k-o-y- -k-i,khankir pula koy ki
k/h/a/n/k/i/r/ /p/u/l/a/ /k/o/y/ /k/i,khankir pula koy ki
k*ankir *ul* *oy k*,khankir pula koy ki
tor make cu*di,tor make cu*di
t-o-r- -m-a-k-e- -c-u-*-d-i,tor make cu*di
t/o/r/ /m/a/k/e/ /c/u/*/d/i,tor make cu*di
to* *ake cu*di,tor make cu*di
bga*amar,bga amar
b-g-a- -a-m-a-r,bga amar
b/g/a/ /a/m/a/r,bga amar
b*a *m*r,bga amar
c*idda,cuidda
c-u-i-d-d-a,cuidda
c/u/i/d/d/a,cuidda
cuid*a,cuidda
bandir*ola,bandirpola
b-a-n-d-i-r-p-o-l-a,bandirpola
b/a/n/d/i/r/p/o/l/a,bandirpola
*a*di**o*a,bandirpola
sh*uya,shauya
s-h-a-u-y-a,shauya
s/h/a/u/y/a,shauya
**au*a,shauya
shuy*r,shuyar
s-h-u-y-a-r,shuyar
s/h/u/y/a/r,shuyar
s*uyar,shuyar
bal*falao,bal falao
b-a-l- -f-a-l-a-o,bal falao
b/a/l/ /f/a/l/a/o,bal falao
*al falao,bal falao
chin*l,chinal
c-h-i-n-a-l,chinal
c/h/i/n/a/l,chinal
*h*nal,chinal
chin*l furi,chinal furi
c-h-i-n-a-l- -f-u-r-i,chinal furi
c/h/i/n/a/l/ /f/u/r/i,chinal furi
chinal fu*i,chinal furi
cut*arani,cutmarani
c-u-t-m-a-r-a-n-i,cutmarani
c/u/t/m/a/r/a/n/i,cutmarani
cutmar*n*,cutmarani
cutmaranir f*ya,cutmaranir fuya
c-u-t-m-a-r-a-n-i-r- -f-u-y-a,cutmaranir fuya
c/u/t/m/a/r/a/n/i/r/ /f/u/y/a,cutmaranir fuya
c**ma*a*ir*fu*a,cutmaranir fuya
ku*ta bacca,kutta bacca
k-u-t-t-a- -b-a-c-c-a,kutta bacca
k/u/t/t/a/ /b/a/c/c/a,kutta bacca
*ut*a ***ca,kutta bacca
boka*coda,boka coda
b-o-k-a- -c-o-d-a,boka coda
b/o/k/a/ /c/o/d/a,boka coda
boka *oda,boka coda
boital *agir coital pola,boital magir coital pola
b-o-i-t-a-l- -m-a-g-i-r- -c-o-i-t-a-l- -p-o-l-a,boital magir coital pola
b/o/i/t/a/l/ /m/a/g/i/r/ /c/o/i/t/a/l/ /p/o/l/a,boital magir coital pola
b*i**l ***i***oi*al pol*,boital magir coital pola
putki *ara kha,putki mara kha
p-u-t-k-i- -m-a-r-a- -k-h-a,putki mara kha
p/u/t/k/i/ /m/a/r/a/ /k/h/a,putki mara kha
*u*k**m*r**kha,putki mara kha
sinal ma*ir pu,sinal magir pu
s-i-n-a-l- -m-a-g-i-r- -p-u,sinal magir pu
s/i/n/a/l/ /m/a/g/i/r/ /p/u,sinal magir pu
**n** *ag*r p*,sinal magir pu
cut marani khangki*magi,cut marani khangki magi
c-u-t- -m-a-r-a-n-i- -k-h-a-n-g-k-i- -m-a-g-i,cut marani khangki magi
c/u/t/ /m/a/r/a/n/i/ /k/h/a/n/g/k/i/ /m/a/g/i,cut marani khangki magi
cut marani khangki**agi,cut marani khangki magi
kutta*mora,kutta mora
k-u-t-t-a- -m-o-r-a,kutta mora
k/u/t/t/a/ /m/o/r/a,kutta mora
kut** mora,kutta mora
mare*cudi,mare cudi
m-a-r-e- -c-u-d-i,mare cudi
m/a/r/e/ /c/u/d/i,mare cudi
ma*e **d*,mare cudi
vuski cut*arani,vuski cutmarani
v-u-s-k-i- -c-u-t-m-a-r-a-n-i,vuski cutmarani
v/u/s/k/i/ /c/u/t/m/a/r/a/n/i,vuski cutmarani
vuski cutmaran*,vuski cutmarani
gu e* gaidor,gu er gaidor
g-u- -e-r- -g-a-i-d-o-r,gu er gaidor
g/u/ /e/r/ /g/a/i/d/o/r,gu er gaidor
***e* ga*dor,gu er gaidor
lenggta baba* jaroj sontan,lenggta babar jaroj sontan
l-e-n-g-g-t-a- -b-a-b-a-r- -j-a-r-o-j- -s-o-n-t-a-n,lenggta babar jaroj sontan
l/e/n/g/g/t/a/ /b/a/b/a/r/ /j/a/r/o/j/ /s/o/n/t/a/n,lenggta babar jaroj sontan
le***ta ba*ar*j**oj*sont*n,lenggta babar jaroj sontan
putki cata kut*a,putki cata kutta
p-u-t-k-i- -c-a-t-a- -k-u-t-t-a,putki cata kutta
p/u/t/k/i/ /c/a/t/a/ /k/u/t/t/a,putki cata kutta
putki c*ta kutta,putki cata kutta
mami k*od়,mami khod়
m-a-m-i- -k-h-o-d-়,mami khod়
m/a/m/i/ /k/h/o/d/়,mami khod়
mam* *h**়,mami khod়
putkite anggul dhukie b*a thak,putkite anggul dhukie boa thak
p-u-t-k-i-t-e- -a-n-g-g-u-l- -d-h-u-k-i-e- -b-o-a- -t-h-a-k,putkite anggul dhukie boa thak
p/u/t/k/i/t/e/ /a/n/g/g/u/l/ /d/h/u/k/i/e/ /b/o/a/ /t/h/a/k,putkite anggul dhukie boa thak
put*ite an**ul d*uk** boa t**k,putkite anggul dhukie boa thak
nti mag*r pola,nti magir pola
n-t-i- -m-a-g-i-r- -p-o-l-a,nti magir pola
n/t/i/ /m/a/g/i/r/ /p/o/l/a,nti magir pola
**i magir*p*l*,nti magir pola
gua *arani,gua marani
g-u-a- -m-a-r-a-n-i,gua marani
g/u/a/ /m/a/r/a/n/i,gua marani
*** ma*a*i,gua marani
leng*ta cutmarani,lenggta cutmarani
l-e-n-g-g-t-a- -c-u-t-m-a-r-a-n-i,lenggta cutmarani
l/e/n/g/g/t/a/ /c/u/t/m/a/r/a/n/i,lenggta cutmarani
le*ggta *utmar*ni,lenggta cutmarani
goaj biga* beshi,goaj bigar beshi
g-o-a-j- -b-i-g-a-r- -b-e-s-h-i,goaj bigar beshi
g/o/a/j/ /b/i/g/a/r/ /b/e/s/h/i,goaj bigar beshi
**a* b*gar bes*i,goaj bigar beshi
rsal* cut,rsalo cut
r-s-a-l-o- -c-u-t,rsalo cut
r/s/a/l/o/ /c/u/t,rsalo cut
*salo cut,rsalo cut
vodar jbala *eshi,vodar jbala beshi
v-o-d-a-r- -j-b-a-l-a- -b-e-s-h-i,vodar jbala beshi
v/o/d/a/r/ /j/b/a/l/a/ /b/e/s/h/i,vodar jbala beshi
vodar jba*a b*shi,vodar jbala beshi
ekodom vodar vitre han*aia raikha dimu,ekodom vodar vitre handaia raikha dimu
e-k-o-d-o-m- -v-o-d-a-r- -v-i-t-r-e- -h-a-n-d-a-i-a- -r-a-i-k-h-a- -d-i-m-u,ekodom vodar vitre handaia raikha dimu
e/k/o/d/o/m/ /v/o/d/a/r/ /v/i/t/r/e/ /h/a/n/d/a/i/a/ /r/a/i/k/h/a/ /d/i/m/u,ekodom vodar vitre handaia raikha dimu
e*o*o***o*ar v*t*e**andai* *a*k*a*d*m*,ekodom vodar vitre handaia raikha dimu
guar vitre bish *ora,guar vitre bish fora
g-u-a-r- -v-i-t-r-e- -b-i-s-h- -f-o-r-a,guar vitre bish fora
g/u/a/r/ /v/i/t/r/e/ /b/i/s/h/ /f/o/r/a,guar vitre bish fora
*u*r v*tre bish fo*a,guar vitre bish fora
nunu cosha polap*in,nunu cosha polapain
n-u-n-u- -c-o-s-h-a- -p-o-l-a-p-a-i-n,nunu cosha polapain
n/u/n/u/ /c/o/s/h/a/ /p/o/l/a/p/a/i/n,nunu cosha polapain
*unu c**ha*p*l*pain,nunu cosha polapain
gua ca*a,gua cata
g-u-a- -c-a-t-a,gua cata
g/u/a/ /c/a/t/a,gua cata
gua*c*ta,gua cata
shakh*mrig,shakhamrig
s-h-a-k-h-a-m-r-i-g,shakhamrig
s/h/a/k/h/a/m/r/i/g,shakhamrig
shakha*ri*,shakhamrig
n*rlojj,nirlojj
n-i-r-l-o-j-j,nirlojj
n/i/r/l/o/j/j,nirlojj
nirloj*,nirlojj
shuyrer ba*ca,shuyrer bacca
s-h-u-y-r-e-r- -b-a-c-c-a,shuyrer bacca
s/h/u/y/r/e/r/ /b/a/c/c/a,shuyrer bacca
sh*y**r bacc*,shuyrer bacca
to mayr* cudi,to mayre cudi
t-o- -m-a-y-r-e- -c-u-d-i,to mayre cudi
t/o/ /m/a/y/r/e/ /c/u/d/i,to mayre cudi
t* ma**e cudi,to mayre cudi
b*shjar beta,beshjar beta
b-e-s-h-j-a-r- -b-e-t-a,beshjar beta
b/e/s/h/j/a/r/ /b/e/t/a,beshjar beta
*e**j*r be*a,beshjar beta
cud*irvai,cudhirvai
c-u-d-h-i-r-v-a-i,cudhirvai
c/u/d/h/i/r/v/a/i,cudhirvai
c*dhirvai,cudhirvai
codhe na dinta sara gud*e alta,codhe na dinta sara gudhe alta
c-o-d-h-e- -n-a- -d-i-n-t-a- -s-a-r-a- -g-u-d-h-e- -a-l-t-a,codhe na dinta sara gudhe alta
c/o/d/h/e/ /n/a/ /d/i/n/t/a/ /s/a/r/a/ /g/u/d/h/e/ /a/l/t/a,codhe na dinta sara gudhe alta
codh* na**i*ta sa*a****he**lt*,codhe na dinta sara gudhe alta
saoyaco*a,saoyacoda
s-a-o-y-a-c-o-d-a,saoyacoda
s/a/o/y/a/c/o/d/a,saoyacoda
*a***coda,saoyacoda
c*dirvai,cudirvai
c-u-d-i-r-v-a-i,cudirvai
c/u/d/i/r/v/a/i,cudirvai
cudir*ai,cudirvai
code na *inta sara gude alta,code na dinta sara gude alta
c-o-d-e- -n-a- -d-i-n-t-a- -s-a-r-a- -g-u-d-e- -a-l-t-a,code na dinta sara gude alta
c/o/d/e/ /n/a/ /d/i/n/t/a/ /s/a/r/a/ /g/u/d/e/ /a/l/t/a,code na dinta sara gude alta
c*d* na di**a sar* gude *lt*,code na dinta sara gude alta
lotir ba*ca,lotir bacca
l-o-t-i-r- -b-a-c-c-a,lotir bacca
l/o/t/i/r/ /b/a/c/c/a,lotir bacca
loti**bacca,lotir bacca
ghupshi ma*i,ghupshi magi
g-h-u-p-s-h-i- -m-a-g-i,ghupshi magi
g/h/u/p/s/h/i/ /m/a/g/i,ghupshi magi
*hup**i*m*gi,ghupshi magi
bes*ja magi,beshja magi
b-e-s-h-j-a- -m-a-g-i,beshja magi
b/e/s/h/j/a/ /m/a/g/i,beshja magi
b**hja*magi,beshja magi
jau*a,jaura
j-a-u-r-a,jaura
j/a/u/r/a,jaura
j*u*a,jaura
bal c*era,bal chera
b-a-l- -c-h-e-r-a,bal chera
b/a/l/ /c/h/e/r/a,bal chera
bal *h*ra,bal chera
pon m*r,pon mar
p-o-n- -m-a-r,pon mar
p/o/n/ /m/a/r,pon mar
pon *a*,pon mar
pon ma*ani,pon marani
p-o-n- -m-a-r-a-n-i,pon marani
p/o/n/ /m/a/r/a/n/i,pon marani
**n*m**ani,pon marani
po* fatamu,pon fatamu
p-o-n- -f-a-t-a-m-u,pon fatamu
p/o/n/ /f/a/t/a/m/u,pon fatamu
pon****a*u,pon fatamu
c*da,coda
c-o-d-a,coda
